0.99796,-0.049726,-0.005552,-0.039561
0.99797,-0.049715,-0.005448,-0.03943
0.99797,-0.049723,-0.005413,-0.03935
0.99797,-0.049663,-0.005438,-0.039366
0.99798,-0.049639,-0.005404,-0.039381
0.99798,-0.049644,-0.005341,-0.039346
0.99798,-0.049679,-0.005289,-0.039297
0.99798,-0.049672,-0.005277,-0.039281
0.99798,-0.049673,-0.00525,-0.039272
0.99798,-0.049711,-0.0052,-0.039241
0.99798,-0.049757,-0.005151,-0.039178
0.99798,-0.049768,-0.005147,-0.039126
0.99798,-0.049774,-0.005142,-0.039112
0.99798,-0.049784,-0.005129,-0.039094
0.99798,-0.049773,-0.005135,-0.039058
0.99799,-0.049756,-0.005146,-0.039021
0.99799,-0.049691,-0.005186,-0.039016
0.99799,-0.049607,-0.005244,-0.03899
0.998,-0.049538,-0.005306,-0.038948
0.998,-0.049483,-0.005358,-0.038916
0.998,-0.049458,-0.005401,-0.038889
0.99801,-0.049447,-0.005414,-0.038871
0.99801,-0.049436,-0.00542,-0.038808
0.99801,-0.04944,-0.005426,-0.038742
0.99801,-0.049462,-0.005393,-0.038669
0.99801,-0.049473,-0.005352,-0.038619
0.99802,-0.04947,-0.005326,-0.038588
0.99802,-0.049472,-0.005282,-0.038558
0.99802,-0.049485,-0.005259,-0.038549
0.99802,-0.049517,-0.005233,-0.038518
0.99802,-0.049532,-0.005239,-0.038486
0.99802,-0.049531,-0.005228,-0.038461
0.99802,-0.049567,-0.005206,-0.038435
0.99802,-0.049603,-0.005229,-0.038406
0.99802,-0.049604,-0.005259,-0.038377
0.99802,-0.049609,-0.005254,-0.03836
0.99802,-0.049638,-0.005219,-0.038331
0.99802,-0.049651,-0.005208,-0.0383
0.99802,-0.049655,-0.005195,-0.038267
0.99802,-0.049673,-0.005148,-0.03824
0.99802,-0.049681,-0.005142,-0.038214
0.99802,-0.049683,-0.005198,-0.038198
0.99802,-0.049688,-0.005224,-0.038183
0.99802,-0.049678,-0.005247,-0.038144
0.99803,-0.049548,-0.005364,-0.038114
0.99804,-0.049425,-0.005471,-0.038067
0.99804,-0.049293,-0.005572,-0.038028
0.99805,-0.049186,-0.005633,-0.037969
0.99806,-0.049108,-0.005703,-0.037929
0.99806,-0.049065,-0.005781,-0.0379
0.99806,-0.049031,-0.005829,-0.037862
0.99806,-0.04901,-0.005847,-0.037833
0.99806,-0.04907,-0.005811,-0.037785
0.99806,-0.049133,-0.005811,-0.037738
0.99806,-0.049176,-0.00579,-0.037715
0.99806,-0.049205,-0.005742,-0.037675
0.99806,-0.049264,-0.00571,-0.037654
0.99806,-0.049302,-0.005715,-0.03763
0.99806,-0.049327,-0.005738,-0.037603
0.99806,-0.049354,-0.00571,-0.037586
0.99806,-0.049374,-0.005665,-0.037569
0.99806,-0.049385,-0.005716,-0.037556
0.99806,-0.049349,-0.005745,-0.037538
0.99806,-0.049322,-0.005725,-0.037507
0.99806,-0.049397,-0.005696,-0.037496
0.99806,-0.049431,-0.005686,-0.037475
0.99806,-0.049471,-0.005679,-0.037459
0.99806,-0.049506,-0.005636,-0.037475
0.99805,-0.049554,-0.00558,-0.037488
0.99805,-0.049587,-0.005609,-0.037507
0.99805,-0.049616,-0.005587,-0.037518
0.99805,-0.049635,-0.005563,-0.037515
0.99804,-0.049691,-0.005518,-0.037525
0.99804,-0.049716,-0.005528,-0.037501
0.99804,-0.049744,-0.005494,-0.037507
0.99804,-0.049778,-0.005437,-0.037516
0.99804,-0.049832,-0.005417,-0.037508
0.99804,-0.049869,-0.005392,-0.037498
0.99804,-0.049897,-0.005354,-0.037487
0.99803,-0.049954,-0.005314,-0.037489
0.99803,-0.049997,-0.005246,-0.037479
0.99803,-0.050031,-0.005211,-0.037493
0.99803,-0.050055,-0.005134,-0.037494
0.99803,-0.050082,-0.005083,-0.037469
0.99803,-0.05014,-0.005083,-0.037455
0.99803,-0.050175,-0.005112,-0.037422
0.99802,-0.050223,-0.005133,-0.037408
0.99802,-0.050245,-0.005123,-0.037398
0.99802,-0.050295,-0.005083,-0.037404
0.99802,-0.050345,-0.005024,-0.037409
0.99802,-0.05039,-0.00494,-0.037409
0.99802,-0.050416,-0.00487,-0.037401
0.99801,-0.050462,-0.004801,-0.037405
0.99801,-0.050496,-0.004752,-0.037398
0.99801,-0.050554,-0.004703,-0.037396
0.99801,-0.050548,-0.004665,-0.037394
0.99801,-0.050551,-0.004698,-0.037416
0.99801,-0.050553,-0.004759,-0.037445
0.99801,-0.050548,-0.004811,-0.037438
0.99801,-0.050536,-0.004865,-0.037442
0.99801,-0.050546,-0.004874,-0.037418
0.99801,-0.050569,-0.004837,-0.03742
0.99801,-0.050598,-0.004795,-0.037432
0.99801,-0.050605,-0.004769,-0.037425
0.99801,-0.050623,-0.004774,-0.037419
0.998,-0.050645,-0.004781,-0.037414
0.998,-0.050661,-0.004784,-0.037418
0.998,-0.050653,-0.004797,-0.037424
0.998,-0.050681,-0.004796,-0.037431
0.998,-0.050717,-0.004776,-0.037442
0.998,-0.050733,-0.004776,-0.037421
0.998,-0.050757,-0.004774,-0.037402
0.998,-0.05078,-0.004761,-0.037374
0.998,-0.050796,-0.004751,-0.037356
0.998,-0.050817,-0.004741,-0.037352
0.998,-0.050805,-0.004735,-0.03734
0.998,-0.050875,-0.004686,-0.03734
0.99799,-0.050961,-0.004635,-0.037339
0.99799,-0.051028,-0.004565,-0.037329
0.99799,-0.05108,-0.004529,-0.03733
0.99799,-0.051109,-0.00452,-0.037338
0.99798,-0.051129,-0.004514,-0.037361
0.99798,-0.051146,-0.004513,-0.037373
0.99798,-0.051131,-0.00452,-0.037403
0.99798,-0.051111,-0.004529,-0.037419
0.99798,-0.051103,-0.004546,-0.037415
0.99798,-0.051064,-0.00456,-0.037408
0.99799,-0.051043,-0.00456,-0.037404
0.99799,-0.051038,-0.004594,-0.037402
0.99799,-0.051037,-0.004616,-0.037408
0.99799,-0.051015,-0.004645,-0.037416
0.99799,-0.051002,-0.004669,-0.037419
0.99799,-0.051003,-0.004664,-0.037423
0.99799,-0.051001,-0.004661,-0.037405
0.99799,-0.050997,-0.004651,-0.037392
0.99799,-0.050963,-0.004627,-0.037398
0.99799,-0.050942,-0.004646,-0.037412
0.99799,-0.050938,-0.004679,-0.037415
0.99799,-0.050947,-0.00471,-0.037412
0.99799,-0.050931,-0.004745,-0.037424
0.99799,-0.050966,-0.004678,-0.037425
0.99799,-0.051035,-0.004554,-0.037411
0.99798,-0.051107,-0.004417,-0.037387
0.99798,-0.051162,-0.0043,-0.037374
0.99798,-0.051196,-0.004216,-0.037364
0.99798,-0.051206,-0.004137,-0.037369
0.99798,-0.051214,-0.004103,-0.037385
0.99798,-0.051196,-0.004086,-0.037391
0.99798,-0.051176,-0.004113,-0.037383
0.99798,-0.051168,-0.004212,-0.03739
0.99798,-0.051134,-0.004303,-0.037403
0.99798,-0.051096,-0.004363,-0.037421
0.99798,-0.051065,-0.004457,-0.037436
0.99798,-0.051049,-0.004559,-0.037459
0.99798,-0.05102,-0.004652,-0.037471
